wb-break-all,wb-break-all href,Label,f6,Link--muted,Link--muted href,ml-0,no-wrap,Link--inTextBlock href,text-right href,col-9,mr-3,blankslate-heading 3,color-fg-muted 3,Link--inTextBlock 3,Link--inTextBlock href 3
web-app,https://github.com/own-boldsbrain/web-app,Public,Forked from,openMF/web-app,https://github.com/openMF/web-app,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,"Mifos X Web App is the Web-UI component of Mifos X. It currently uses Apache Fineract as the backend and leverages the popular Angular framework. Main Branch is the latest Stable Release, Dev shoul…",Mozilla Public License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
typebot.io,https://github.com/own-boldsbrain/typebot.io,Public,Forked from,baptisteArno/typebot.io,https://github.com/baptisteArno/typebot.io,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,💬 Typebot is a powerful chatbot builder that you can self-host.,Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
maxun,https://github.com/own-boldsbrain/maxun,Public,Forked from,getmaxun/maxun,https://github.com/getmaxun/maxun,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,🔥 Open Source No Code Web Data Extraction Platform. Turn Websites To APIs & Spreadsheets With No-Code Robots In Minutes 🔥,GNU Affero General Public License v3.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
agentica-tutorial-crawler,https://github.com/own-boldsbrain/agentica-tutorial-crawler,Public,Forked from,wrtnlabs/agentica-tutorial-crawler,https://github.com/wrtnlabs/agentica-tutorial-crawler,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
open-multi-agent-canvas,https://github.com/own-boldsbrain/open-multi-agent-canvas,Public,Forked from,CopilotKit/open-multi-agent-canvas,https://github.com/CopilotKit/open-multi-agent-canvas,TypeScript,"Apr 16, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,The open-source multi-agent chat interface that lets you manage multiple agents in one dynamic conversation and add MCP servers for deep research,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
LlamaIndexTS,https://github.com/own-boldsbrain/LlamaIndexTS,Public,Forked from,fuma-nama/LlamaIndexTS,https://github.com/fuma-nama/LlamaIndexTS,TypeScript,"Apr 16, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,Data framework for your LLM applications. Focus on server side solution,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
notion-mcp-server,https://github.com/own-boldsbrain/notion-mcp-server,Public,Forked from,makenotion/notion-mcp-server,https://github.com/makenotion/notion-mcp-server,TypeScript,"Apr 16, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,Official Notion MCP Server,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
MPS,https://github.com/own-boldsbrain/MPS,Public,Forked from,JetBrains/MPS,https://github.com/JetBrains/MPS,JetBrains MPS,"Apr 16, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,JetBrains Meta programming System,Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
ring-ui,https://github.com/own-boldsbrain/ring-ui,Public,Forked from,JetBrains/ring-ui,https://github.com/JetBrains/ring-ui,TypeScript,"Apr 16, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,A collection of JetBrains Web UI components,Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
midday,https://github.com/own-boldsbrain/midday,Public,Forked from,midday-ai/midday,https://github.com/midday-ai/midday,TypeScript,"Apr 16, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,"Invoicing, Time tracking, File reconciliation, Storage, Financial Overview & your own Assistant made for Freelancers",GNU Affero General Public License v3.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
twenty,https://github.com/own-boldsbrain/twenty,Public,Forked from,twentyhq/twenty,https://github.com/twentyhq/twenty,TypeScript,"Apr 16, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,"Building a modern alternative to Salesforce, powered by the community.",Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
solara,https://github.com/own-boldsbrain/solara,Public,Forked from,widgetti/solara,https://github.com/widgetti/solara,Python,"Apr 16, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,"A Pure Python, React-style Framework for Scaling Your Jupyter and Web Apps",MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
flexile,https://github.com/own-boldsbrain/flexile,Public,Forked from,antiwork/flexile,https://github.com/antiwork/flexile,Ruby,"Apr 16, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,Payroll & equity for everyone.,Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
openai-fm,https://github.com/own-boldsbrain/openai-fm,Public,Forked from,openai/openai-fm,https://github.com/openai/openai-fm,TypeScript,"Apr 15, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,"Code for openai.fm, a demo for the OpenAI Speech API",MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
agents-js,https://github.com/own-boldsbrain/agents-js,Public,Forked from,livekit/agents-js,https://github.com/livekit/agents-js,TypeScript,"Apr 15, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,Build realtime multimodal AI agents with Node.js,Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
openai-support-agent-demo,https://github.com/own-boldsbrain/openai-support-agent-demo,Public,Forked from,openai/openai-support-agent-demo,https://github.com/openai/openai-support-agent-demo,TypeScript,"Apr 15, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,Demo of a customer support agent interface using NextJS and the OpenAI Responses API with File Search,Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
meet,https://github.com/own-boldsbrain/meet,Public,Forked from,livekit-examples/meet,https://github.com/livekit-examples/meet,TypeScript,"Apr 15, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,"Open source video conferencing app built on LiveKit Components, LiveKit Cloud, and Next.js.",Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
text-embeddings-inference,https://github.com/own-boldsbrain/text-embeddings-inference,Public,Forked from,huggingface/text-embeddings-inference,https://github.com/huggingface/text-embeddings-inference,Rust,"Apr 15, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,A blazing fast inference solution for text embeddings models,Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
autoview,https://github.com/own-boldsbrain/autoview,Public,Forked from,wrtnlabs/autoview,https://github.com/wrtnlabs/autoview,TypeScript,"Apr 15, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,Automatic view component renderer by AI agent,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
cline,https://github.com/own-boldsbrain/cline,Public,Forked from,cline/cline,https://github.com/cline/cline,TypeScript,"Apr 15, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.",Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
A2A,https://github.com/own-boldsbrain/A2A,Public,Forked from,a2aproject/A2A,https://github.com/a2aproject/A2A,Python,"Apr 14, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,An open protocol enabling communication and interoperability between opaque agentic applications.,Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
ai-chatbot,https://github.com/own-boldsbrain/ai-chatbot,Public template,Forked from,vercel/ai-chatbot,https://github.com/vercel/ai-chatbot,TypeScript,"Apr 14, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,"A full-featured, hackable Next.js AI chatbot built by Vercel",Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
guild.xyz,https://github.com/own-boldsbrain/guild.xyz,Public,Forked from,guildxyz/guild.xyz,https://github.com/guildxyz/guild.xyz,TypeScript,"Apr 14, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,A tool for token-curated communities.,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
EV-Charging-Simulation,https://github.com/own-boldsbrain/EV-Charging-Simulation,Public,Forked from,Lucas-Ion/EV-Charging-Simulation,https://github.com/Lucas-Ion/EV-Charging-Simulation,Jupyter Notebook,"Apr 14, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
spree_starter,https://github.com/own-boldsbrain/spree_starter,Public template,Forked from,spree/spree_starter,https://github.com/spree/spree_starter,Ruby,"Apr 14, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,@spree application starter template,"BSD 3-Clause ""New"" or ""Revised"" License",Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
mobile-wallet,https://github.com/own-boldsbrain/mobile-wallet,Public,Forked from,openMF/mobile-wallet,https://github.com/openMF/mobile-wallet,Kotlin,"Apr 13, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,A reference implementation of Mifos platform wallet and payment capabilities,Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
DLF,https://github.com/own-boldsbrain/DLF,Public,Forked from,pwang322/DLF,https://github.com/pwang322/DLF,Python,"Apr 13, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,[AAAI'25] DLF: Disentangled-Language-Focused Multimodal Sentiment Analysis,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
medusa-payment-mercadopago,https://github.com/own-boldsbrain/medusa-payment-mercadopago,Public,Forked from,NicolasGorga/medusa-payment-mercadopago,https://github.com/NicolasGorga/medusa-payment-mercadopago,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,[object Object],Mercado Pago payment provider plugin for MedusaJS,,,,,
voice-assistant-frontend,https://github.com/own-boldsbrain/voice-assistant-frontend,Public template,Forked from,livekit-examples/agent-starter-react,https://github.com/livekit-examples/agent-starter-react,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,[object Object],A simple voice assistant example built with Next.js and LiveKit React Components,MIT License,,,,
